annotation,type,start,end
38858,Insult,4,17
38859,Insult,12,17
38860,Insult,12,17
38861,Insult,93,102
38862,Insult,21,102
38863,Insult,62,102
38865,Insult,106,110
38866,Other Toxicity,31,60
38867,Insult,9,18
38868,Insult,8,18
38869,Insult,8,18
38869,Insult,334,345
38870,Insult,83,87
38871,Insult,34,44
38871,Insult,12,21
38872,Insult,39,44
38873,Insult,85,93
38875,Identity based Attack,546,553
38876,Insult,39,43
38877,Insult,39,43
38878,Insult,33,38
38879,Profane/Obscene,11,15
38879,Identity based Attack,66,86
38880,Profane/Obscene,103,119
38881,Profane/Obscene,11,15
38881,Identity based Attack,66,87
38884,Insult,13,19
38884,Insult,189,194
38886,Insult,80,92
38887,Insult,84,92
38890,Insult,0,41
38891,Insult,65,71
38891,Insult,95,104
38892,Insult,43,50
38893,Other Toxicity,43,50
38895,Insult,91,100
38897,Other Toxicity,252,269
38898,Insult,275,292
38899,Insult,259,269
38901,Profane/Obscene,10,18
38902,Insult,10,18
38903,Insult,25,31
38904,Insult,25,31
38905,Insult,25,31
38909,Insult,99,103
38910,Insult,99,103
38910,Insult,141,145
38911,Insult,99,103
38911,Insult,141,145
38913,Profane/Obscene,9,13
38914,Threat,160,164
38916,Insult,0,8
38918,Insult,538,555
38918,Profane/Obscene,63,92
38919,Identity based Attack,63,92
38919,Profane/Obscene,513,555
38920,Threat,76,92
38921,Identity based Attack,179,201
38921,Threat,298,333
38922,Other Toxicity,298,333
38923,Insult,324,328
38923,Insult,329,333
38923,Identity based Attack,310,319
38923,Threat,306,309
38923,Profane/Obscene,277,288
38923,Insult,267,273
38924,Insult,144,155
38924,Insult,200,204
38926,Threat,144,155
38926,Profane/Obscene,200,204
38927,Identity based Attack,85,158
38928,Identity based Attack,121,128
38931,Identity based Attack,0,6
38934,Identity based Attack,172,193
38935,Identity based Attack,172,193
38937,Other Toxicity,20,68
38938,Insult,70,84
38941,Insult,537,553
38941,Insult,946,977
38942,Identity based Attack,0,63
38944,Identity based Attack,52,63
38945,Identity based Attack,460,466
38946,Insult,1,5
38947,Profane/Obscene,460,466
38947,Insult,523,531
38948,Insult,34,47
38949,Profane/Obscene,34,47
38950,Profane/Obscene,34,38
38952,Insult,31,82
38955,Insult,0,3
38956,,26,39
38958,Identity based Attack,61,94
38959,Insult,0,344
38961,Insult,0,78
38962,Profane/Obscene,50,58
38964,Insult,24,29
38965,Insult,0,36
38967,Insult,27,56
38968,Other Toxicity,27,31
38969,Insult,68,72
38971,Insult,68,72
38973,Insult,0,8
38974,Insult,0,8
38976,Insult,301,309
38977,Insult,569,581
38977,Insult,586,596
38977,Identity based Attack,145,166
38977,Insult,311,323
38977,Identity based Attack,389,409
38979,Other Toxicity,298,304
38980,Insult,56,101
38982,Identity based Attack,9,14
38984,Insult,248,254
38984,Insult,147,152
38985,Insult,248,254
38986,Insult,248,254
38988,Insult,82,87
38989,Insult,82,87
38990,Identity based Attack,81,92
38991,Insult,81,92
38992,Insult,81,92
38992,Insult,23,32
38994,Insult,2,11
38997,Insult,79,87
38997,Insult,108,112
38998,Insult,96,117
39000,Insult,69,193
39001,Threat,0,255
39003,Insult,56,65
39004,Insult,56,65
39006,Insult,26,45
39007,Insult,18,24
39010,Insult,50,54
39012,Insult,0,5
39013,Insult,0,5
39014,Profane/Obscene,10,15
39015,Insult,12,15
39016,Insult,0,15
39017,Insult,54,67
39018,Insult,54,79
39018,Insult,89,107
39019,Insult,93,98
39019,Identity based Attack,68,79
39021,Insult,25,33
39025,Insult,26,45
39026,Profane/Obscene,0,35
39027,Insult,10,14
39028,Insult,10,14
39030,Insult,7,11
39031,Other Toxicity,0,11
39034,Insult,25,29
39034,Insult,51,57
39035,Insult,5,11
39036,Insult,5,11
39037,Insult,5,11
39039,Insult,491,495
39040,Insult,491,495
39041,Insult,0,8
39042,Insult,305,309
39043,Profane/Obscene,0,23
39044,Insult,16,28
39044,Insult,152,159
39045,Insult,133,159
39046,Insult,152,159
39046,Insult,191,207
39047,Identity based Attack,92,99
39049,Insult,80,87
39049,Other Toxicity,92,99
39050,Insult,68,76
39051,Insult,0,17
39051,Insult,68,76
39052,Insult,68,76
39053,Insult,4,12
39054,Insult,4,12
39055,Insult,4,12
39056,Insult,78,94
39057,Insult,78,94
39058,Insult,85,94
39060,Insult,29,37
39061,Insult,29,42
39063,Insult,145,155
39064,Identity based Attack,123,155
39065,Insult,180,187
39066,Insult,515,520
39067,Other Toxicity,515,520
39068,Insult,34,44
39068,Insult,58,68
39069,Other Toxicity,0,44
39069,Threat,146,162
39070,Threat,114,131
39072,Other Toxicity,0,45
39074,Insult,25,31
39076,Other Toxicity,383,441
39077,Insult,14,19
39078,Insult,14,19
39080,Insult,8,13
39082,Insult,8,13
39083,Identity based Attack,55,88
39084,Identity based Attack,18,23
39087,Identity based Attack,139,153
39087,Identity based Attack,219,242
39087,Identity based Attack,256,262
39088,Insult,139,153
39088,Insult,219,238
39088,Insult,256,262
39090,Insult,176,180
39091,Threat,150,161
39091,Insult,484,488
39091,Insult,533,537
39095,Insult,19,27
39096,Insult,275,284
39097,Insult,275,284
39098,Insult,148,151
39099,Threat,136,151
39099,Profane/Obscene,148,151
39100,Profane/Obscene,148,151
39101,Insult,33,44
39101,Identity based Attack,324,335
39101,Insult,449,454
39101,Identity based Attack,650,661
39102,Identity based Attack,33,75
39102,Insult,444,463
39103,Insult,449,454
39103,Identity based Attack,455,464
39104,Identity based Attack,0,41
39105,Identity based Attack,27,33
39106,Identity based Attack,27,33
39111,Insult,135,141
39112,Identity based Attack,135,141
39113,Profane/Obscene,61,68
39118,Identity based Attack,86,97
39118,Insult,114,120
39118,Identity based Attack,129,141
39118,Insult,157,162
39119,Profane/Obscene,98,102
39119,Insult,103,108
39120,Insult,98,102
39121,Insult,98,102
39124,Identity based Attack,58,66
39124,Insult,79,87
39124,Identity based Attack,128,139
39126,Identity based Attack,65,111
39128,Insult,38,72
39129,Profane/Obscene,53,64
39130,Insult,53,64
39130,Insult,44,51
39130,Insult,163,168
39131,Profane/Obscene,50,100
39132,Insult,147,155
39133,Identity based Attack,5,44
39134,Insult,87,91
39135,Insult,87,91
39136,Insult,8,27
39136,Insult,87,91
39137,Profane/Obscene,37,40
39138,Insult,139,269
39139,Insult,119,125
39140,Insult,59,63
39140,Insult,65,70
39140,Insult,72,81
39140,Insult,83,92
39140,Insult,94,104
39140,Insult,106,116
39140,Insult,118,128
39140,Insult,130,139
39140,Insult,141,160
39140,Insult,174,180
39141,Insult,72,81
39141,Insult,83,92
39141,Insult,94,104
39142,Insult,141,160
39142,Insult,106,116
39142,Insult,72,81
39142,Insult,59,63
39142,Insult,65,70
39142,Insult,94,104
39142,Insult,83,92
39144,Insult,269,313
39144,Identity based Attack,333,338
39146,Insult,40,46
39147,Insult,40,46
39148,Profane/Obscene,106,113
39150,Insult,479,487
39151,Other Toxicity,479,487
39152,Insult,9,15
39153,Insult,9,15
39153,Insult,318,324
39154,Insult,9,15
39155,Threat,160,166
39157,,239,305
39158,Identity based Attack,29,36
39159,Insult,73,78
39162,Insult,0,188
39163,Insult,0,30
39163,Insult,146,188
39165,Insult,88,96
39168,Insult,31,37
39168,Insult,73,79
39169,Insult,31,37
39169,Insult,59,79
39172,Insult,441,454
39173,Insult,68,85
39174,Threat,87,92
39175,Insult,81,85
39177,Other Toxicity,266,301
39178,Insult,281,285
39181,Insult,0,87
39182,Insult,0,24
39183,Insult,20,24
39184,Insult,20,24
39185,Insult,130,135
39186,Insult,130,135
39187,Insult,130,135
39189,Insult,533,539
39190,Insult,533,539
39191,Other Toxicity,0,23
39192,Insult,364,370
39192,Insult,292,299
39193,Insult,364,370
39193,Insult,292,299
39195,Insult,19,29
39196,Insult,19,29
39199,Insult,285,302
39201,Identity based Attack,0,25
39202,Insult,37,56
39203,Insult,230,236
39203,Threat,279,286
39203,Identity based Attack,0,8
39204,Threat,0,306
39205,Insult,230,236
39207,Threat,1,120
39208,Identity based Attack,32,47
39210,Identity based Attack,7,18
39212,Insult,44,57
39212,Insult,171,174
39213,Insult,0,174
39214,Insult,39,42
39214,Insult,44,47
39215,Insult,359,368
39215,Insult,373,382
39216,Insult,359,382
39217,Insult,373,382
39217,Insult,359,368
39218,Insult,19,24
39218,Profane/Obscene,59,74
39218,Insult,104,109
39218,Insult,45,57
39218,Insult,31,43
39218,Insult,13,17
39219,Insult,19,43
39220,Identity based Attack,0,17
39220,Insult,19,57
39220,Profane/Obscene,59,74
39220,Identity based Attack,84,89
39220,Profane/Obscene,99,109
39223,Other Toxicity,107,191
39224,Threat,272,284
39225,Profane/Obscene,0,3
39225,Insult,277,284
39226,Insult,277,284
39231,Insult,783,800
39232,Identity based Attack,0,5
39232,Profane/Obscene,28,33
39232,Insult,589,599
39232,Insult,653,679
39233,Identity based Attack,37,42
39236,Insult,141,147
39237,Insult,141,161
39238,Other Toxicity,141,151
39242,Insult,36,47
39244,Identity based Attack,36,47
39244,Insult,36,47
39246,Insult,6,12
39247,Insult,6,12
39248,Profane/Obscene,161,172
39251,Insult,360,366
39252,Identity based Attack,71,78
39252,Insult,360,366
39253,Insult,360,366
39255,Threat,979,991
39257,Profane/Obscene,6,42
39257,Insult,6,42
39258,Insult,23,28
39258,Insult,14,22
39259,Threat,14,34
39260,Insult,16,21
39261,Insult,16,25
39262,Insult,16,25
39263,Other Toxicity,488,541
39264,Other Toxicity,13,987
39267,Insult,256,260
39268,Other Toxicity,256,260
39270,Profane/Obscene,70,74
39270,Insult,100,106
39271,Insult,70,74
39271,Insult,100,106
39272,Other Toxicity,5,49
39273,Threat,26,39
39273,Threat,44,49
39274,Insult,33,39
39274,Insult,44,49
39277,Insult,11,21
39279,Profane/Obscene,0,167
39280,Insult,163,170
39283,Other Toxicity,158,169
39286,Profane/Obscene,5,8
39286,Insult,33,38
39289,Insult,16,21
39290,Insult,11,16
39291,Insult,11,16
39292,Insult,0,16
39293,Other Toxicity,140,146
39294,Insult,140,146
39295,Insult,140,146
39295,Profane/Obscene,147,150
39296,Insult,120,128
39296,Insult,361,373
39297,Insult,482,499
39297,Insult,502,521
39298,Insult,513,521
39301,Identity based Attack,97,113
39303,Insult,140,158
39304,Identity based Attack,103,106
39305,Threat,29,39
39306,Insult,29,39
39307,Insult,29,39
39310,Threat,643,648
39313,Identity based Attack,58,87
39314,Insult,35,39
39318,Insult,83,94
39319,Insult,83,89
39320,Insult,0,5
39321,Insult,0,5
39322,Insult,0,5
39324,Insult,33,38
39324,Insult,105,111
39325,Insult,33,38
39326,Insult,10,15
39327,Insult,10,15
39328,Insult,0,15
39328,Insult,272,337
39329,Other Toxicity,114,120
39331,Insult,58,63
39332,Insult,135,141
39333,Insult,135,141
39334,Insult,135,141
39336,Threat,192,210
39337,Insult,71,77
39339,Insult,147,151
39341,Insult,4,11
39343,Insult,4,11
39343,Insult,254,261
39343,Profane/Obscene,295,298
39345,Insult,113,119
39346,Profane/Obscene,31,35
39348,Insult,263,268
39349,Insult,263,268
39351,Identity based Attack,85,102
39352,Identity based Attack,85,102
39353,Insult,114,123
39354,Identity based Attack,104,113
39356,Insult,38,57
39357,Identity based Attack,16,35
39357,Identity based Attack,38,57
39358,Insult,48,57
39360,Insult,12,33
39361,Insult,25,33
39364,Other Toxicity,133,262
39365,Insult,167,172
39366,Insult,194,200
39367,Insult,194,200
39367,Profane/Obscene,112,126
39368,Identity based Attack,25,36
39369,Insult,30,36
39369,Other Toxicity,41,47
39369,Other Toxicity,206,212
39370,Insult,30,47
39371,Insult,186,190
39375,Identity based Attack,9,22
39376,Insult,77,91
39377,Insult,36,46
39380,Insult,44,52
39380,Insult,31,39
39382,Insult,31,39
39383,Identity based Attack,12,27
39384,Insult,12,27
39385,Insult,22,27
39387,Insult,268,280
39388,Identity based Attack,83,105
39392,Insult,34,42
39393,Insult,63,68
39394,Insult,34,42
39394,Insult,63,68
39396,Insult,52,57
39396,Insult,65,68
39397,Identity based Attack,45,68
39398,Insult,136,140
39399,Insult,132,151
39401,Identity based Attack,34,80
39402,Insult,48,80
39403,Insult,48,59
39404,Profane/Obscene,103,107
39405,Profane/Obscene,101,107
39406,Profane/Obscene,11,15
39407,Identity based Attack,304,413
39408,Threat,491,530
39411,Insult,175,189
39412,Insult,50,56
39412,Insult,175,189
39413,Profane/Obscene,212,220
39414,Insult,95,101
39415,Other Toxicity,0,220
39416,Identity based Attack,480,500
39417,Profane/Obscene,496,500
39418,Identity based Attack,480,500
39419,Profane/Obscene,35,42
39420,Insult,35,42
39421,Insult,35,42
39422,Insult,68,72
39423,Identity based Attack,20,66
39424,Insult,68,72
39424,Other Toxicity,375,379
39426,Insult,9,14
39427,Insult,9,14
39432,Identity based Attack,0,48
39432,Profane/Obscene,50,108
39433,Insult,68,72
39433,Identity based Attack,83,100
39433,Insult,101,108
39435,Identity based Attack,77,94
39435,Identity based Attack,137,170
39435,Insult,213,221
39436,Identity based Attack,0,94
39436,Identity based Attack,119,221
39437,Insult,0,8
39439,Identity based Attack,0,8
39441,Insult,5,15
39442,Insult,5,15
39442,Insult,327,336
39443,Insult,158,323
39444,Other Toxicity,25,32
39445,Insult,50,54
39445,Insult,309,324
39447,Insult,17,23
39448,Insult,17,23
39451,Identity based Attack,76,100
39452,Insult,160,167
39453,Insult,31,36
39453,Insult,113,118
39456,Identity based Attack,141,151
39457,Other Toxicity,63,73
39457,Threat,154,195
39459,Other Toxicity,0,3
39459,Identity based Attack,87,91
39459,Identity based Attack,79,84
39460,Identity based Attack,87,109
39461,Profane/Obscene,760,767
39462,Identity based Attack,389,398
39463,Identity based Attack,551,557
39465,Insult,230,239
39466,Insult,230,239
39467,Identity based Attack,41,50
39468,Identity based Attack,0,6
39470,Identity based Attack,0,26
39471,Insult,49,52
39471,Insult,86,94
39472,Identity based Attack,0,26
39472,Threat,49,52
39472,Insult,79,94
39472,Insult,119,133
39473,Profane/Obscene,155,169
39474,Insult,15,21
39474,Identity based Attack,64,84
39474,Insult,161,169
39475,Insult,161,169
39476,Insult,18,23
39477,Threat,18,23
39478,Insult,18,23
39481,Insult,55,60
39483,Insult,771,792
39484,Insult,751,759
39484,Insult,761,769
39484,Insult,771,783
39488,Insult,0,24
39489,Insult,12,20
39490,Insult,12,20
39492,Identity based Attack,139,164
39492,Identity based Attack,176,199
39492,Identity based Attack,203,242
39492,Threat,577,631
39492,Identity based Attack,775,800
39493,Threat,100,109
39493,Identity based Attack,775,810
39494,Profane/Obscene,0,9
39494,Identity based Attack,10,62
39495,Profane/Obscene,0,9
39496,Insult,0,4
39499,Identity based Attack,250,260
39501,Insult,72,93
39502,Identity based Attack,48,93
39502,Identity based Attack,132,180
39503,Insult,0,46
39504,Insult,33,39
39506,Insult,45,51
39508,Insult,45,51
39513,Insult,0,35
39514,Insult,0,53
39514,Threat,54,163
39514,Profane/Obscene,164,439
39515,Insult,461,470
39517,Other Toxicity,453,470
39520,Insult,111,119
39525,Profane/Obscene,57,63
39529,Profane/Obscene,0,35
39530,Insult,111,119
39531,Insult,91,96
39531,Insult,111,119
39532,Insult,111,119
39533,Other Toxicity,0,214
39534,Insult,776,780
39534,Threat,153,214
39535,Insult,776,780
39535,Profane/Obscene,153,157
39536,Insult,95,101
39537,Insult,95,101
39538,Insult,95,101
39539,Insult,108,113
39539,Insult,240,245
39540,Insult,108,113
39541,Insult,108,113
39541,Insult,240,245
39541,Other Toxicity,172,191
39542,Insult,39,46
39543,Insult,39,46
39544,Insult,39,46
39548,Insult,1,31
39549,Other Toxicity,0,15
39550,Insult,0,21
39553,Insult,293,308
39556,Insult,10,97
39557,Insult,70,75
39558,Insult,70,75
39558,Identity based Attack,57,69
39559,Insult,57,75
39559,Other Toxicity,0,21
39560,Threat,425,434
39561,Insult,397,403
39561,Insult,425,434
39562,Insult,397,403
39562,Insult,425,434
39563,Insult,25,30
39564,Insult,120,130
39567,Insult,81,90
39567,Insult,423,432
39568,Insult,423,432
39569,Other Toxicity,0,6
39570,Identity based Attack,163,166
39570,Identity based Attack,178,181
39571,Other Toxicity,0,219
39572,Profane/Obscene,425,469
39572,Other Toxicity,619,640
39573,Profane/Obscene,606,615
39575,Insult,53,57
39576,Insult,0,184
39577,Insult,53,57
39578,Insult,187,190
39581,Identity based Attack,30,37
39584,Insult,77,86
39585,Insult,77,86
39585,Insult,212,219
39586,Insult,77,86
39586,Profane/Obscene,212,219
39587,Insult,69,75
39588,Insult,44,75
39589,Insult,69,75
39590,Identity based Attack,37,48
39591,Identity based Attack,37,48
39594,Insult,10,21
39596,Insult,18,24
39597,Insult,18,24
39598,Insult,18,28
39599,Insult,13,19
39600,Insult,13,19
39601,Insult,13,19
39603,Insult,70,75
39605,Insult,61,104
39605,Identity based Attack,61,104
39606,Other Toxicity,178,185
39607,Insult,62,85
39607,Other Toxicity,95,105
39609,Insult,273,277
39610,Insult,100,124
39612,Identity based Attack,645,657
39613,Insult,661,665
39614,Insult,195,201
39615,Insult,5,11
39615,Insult,195,201
39616,Insult,5,11
39616,Insult,195,201
39618,Identity based Attack,37,42
39619,Other Toxicity,37,42
39621,Insult,0,23
39622,Insult,0,23
39623,Other Toxicity,0,15
39626,Identity based Attack,0,13
39627,Identity based Attack,0,5
39628,Identity based Attack,0,28
39629,Insult,400,404
39630,Insult,373,404
39631,Insult,400,404
39633,Profane/Obscene,192,198
39634,Insult,16,21
39634,Insult,192,198
39635,Insult,28,35
39635,Insult,51,55
39636,Insult,21,54
39636,Identity based Attack,56,108
39637,Insult,21,35
39638,Identity based Attack,0,132
39640,Insult,13,17
39642,Insult,82,88
39643,Insult,0,47
39644,Profane/Obscene,37,53
39645,Insult,52,57
39646,Insult,52,56
39647,Insult,293,302
39648,Insult,297,302
39648,Identity based Attack,193,200
39649,Threat,46,52
39649,Insult,297,302
39650,Insult,135,139
39651,Insult,43,51
39652,Insult,43,51
39652,Identity based Attack,69,79
39652,Insult,135,139
39657,Insult,28,34
39657,Insult,39,78
39657,Insult,265,272
39657,Insult,403,410
39658,Insult,28,34
39658,Insult,403,410
39661,Insult,34,41
39666,Identity based Attack,110,152
39669,Insult,234,250
39670,Threat,0,252
39674,Threat,27,40
39675,Insult,0,40
39678,Insult,67,80
39679,Insult,7,12
39679,Insult,620,626
39681,Insult,0,4
39682,Insult,0,4
39684,Profane/Obscene,232,236
39686,Identity based Attack,0,11
39686,Insult,21,31
39687,Insult,0,4
39687,Insult,21,25
39688,Profane/Obscene,0,4
39688,Insult,21,25
39689,Insult,504,508
39690,Profane/Obscene,475,531
39690,Profane/Obscene,558,611
39692,Insult,238,243
39693,Insult,166,322
39694,Insult,238,243
39694,Other Toxicity,299,324
39695,Insult,299,312
39695,Insult,324,340
39698,Insult,3,9
39699,Insult,3,9
39700,Insult,3,9
39701,Identity based Attack,374,380
39701,Profane/Obscene,111,122
39702,Profane/Obscene,111,122
39703,Other Toxicity,0,987
39706,Insult,137,142
39708,Profane/Obscene,41,47
39709,Profane/Obscene,41,47
39710,Insult,31,37
39711,Insult,31,37
39712,Insult,31,37
39712,Insult,78,106
39714,Threat,814,820
39717,Other Toxicity,488,492
39718,Insult,270,276
39720,Profane/Obscene,27,32
39721,Insult,22,32
39722,Identity based Attack,14,29
39722,Identity based Attack,542,554
39723,Identity based Attack,0,29
39723,Insult,31,77
39723,Profane/Obscene,521,606
39726,Insult,284,294
39726,Identity based Attack,296,303
39726,Identity based Attack,304,309
39727,Insult,28,34
39728,Insult,59,67
39729,Insult,59,67
39730,Insult,59,67
39731,Threat,108,122
39732,Identity based Attack,62,86
39733,Threat,112,122
39737,Insult,638,646
39738,Insult,93,101
39738,Insult,234,244
39738,Insult,638,646
39740,Identity based Attack,1,21
39741,Profane/Obscene,0,43
39742,Identity based Attack,0,21
39743,Insult,0,6
39744,Insult,0,6
39745,Insult,0,6
39746,Insult,504,526
39747,Insult,466,472
39747,Insult,615,630
